user_id,income_range,transaction_count,payment_method_count,subscription_count,expense_tracking_frequency,manual_tracking_frequency,missed_transaction_frequency,budgeting_frequency,impulse_spending_tendency,digital_wallet_usage_pct,savings_behavior_pct,financial_tracking_difficulty,income_ordinal,estimated_income
RESP_IN_00474,"< ₹3,00,000",93,2,5,2,2,4,4,3,80.8,28.7,8,1,200000
RESP_IN_00475,"₹6,00,000 - ₹12,00,000",132,5,6,4,2,5,1,3,92.3,22.3,10,3,900000
RESP_IN_00476,"< ₹3,00,000",93,3,6,2,4,3,3,5,99.0,23.9,10,1,200000
RESP_IN_00477,"₹3,00,000 - ₹6,00,000",104,3,5,4,3,4,2,4,89.8,19.9,10,2,450000
RESP_IN_00478,"₹3,00,000 - ₹6,00,000",123,5,8,4,1,4,1,3,99.0,22.4,10,2,450000
RESP_IN_00479,"₹3,00,000 - ₹6,00,000",163,7,10,3,5,5,2,2,100.0,27.4,10,2,450000
RESP_IN_00480,"₹3,00,000 - ₹6,00,000",92,2,5,5,3,2,4,3,89.4,26.2,7,2,450000
RESP_IN_00481,"₹3,00,000 - ₹6,00,000",107,3,6,2,4,5,1,1,100.0,27.8,10,2,450000
RESP_IN_00482,"₹12,00,000 - ₹25,00,000",99,3,6,1,1,4,2,2,65.3,24.9,10,4,1850000
RESP_IN_00483,"₹6,00,000 - ₹12,00,000",102,4,6,2,5,4,2,2,83.5,31.4,10,3,900000
RESP_IN_00484,"< ₹3,00,000",111,4,6,1,2,5,4,3,94.3,34.8,9,1,200000
RESP_IN_00485,"₹6,00,000 - ₹12,00,000",112,4,9,1,2,5,3,2,97.1,29.7,10,3,900000
RESP_IN_00486,"₹6,00,000 - ₹12,00,000",131,5,6,2,2,5,5,2,100.0,30.7,10,3,900000
RESP_IN_00487,"< ₹3,00,000",130,5,6,2,2,5,1,5,90.1,13.0,10,1,200000
RESP_IN_00488,"₹12,00,000 - ₹25,00,000",81,3,8,2,4,5,2,1,88.6,30.8,10,4,1850000
RESP_IN_00489,"₹6,00,000 - ₹12,00,000",87,3,5,3,4,4,4,3,80.6,27.5,10,3,900000
RESP_IN_00490,"< ₹3,00,000",120,6,11,2,3,5,2,2,100.0,18.7,10,1,200000
RESP_IN_00491,"₹12,00,000 - ₹25,00,000",95,3,7,2,3,4,3,1,86.1,26.2,10,4,1850000
RESP_IN_00492,"> ₹25,00,000",85,3,6,5,1,3,5,3,88.9,35.0,8,5,3500000
RESP_IN_00493,"₹6,00,000 - ₹12,00,000",116,4,9,5,1,3,3,4,100.0,25.3,10,3,900000
RESP_IN_00494,"₹6,00,000 - ₹12,00,000",165,7,10,1,2,5,3,4,93.8,21.9,10,3,900000
RESP_IN_00495,"₹12,00,000 - ₹25,00,000",136,6,7,2,3,5,3,2,96.5,28.5,10,4,1850000
RESP_IN_00496,"₹3,00,000 - ₹6,00,000",98,3,9,4,3,4,1,2,100.0,19.4,10,2,450000
RESP_IN_00497,"₹6,00,000 - ₹12,00,000",103,3,6,2,5,5,1,2,100.0,21.3,10,3,900000
RESP_IN_00498,"₹12,00,000 - ₹25,00,000",99,2,8,3,3,4,1,1,83.7,24.2,10,4,1850000
RESP_IN_00499,"< ₹3,00,000",118,5,8,2,5,5,3,5,90.2,19.5,10,1,200000
RESP_IN_00500,"< ₹3,00,000",113,4,6,4,3,3,1,3,99.3,16.2,10,1,200000
RESP_IN_00501,"₹3,00,000 - ₹6,00,000",95,3,8,1,3,3,2,4,88.2,19.6,10,2,450000
RESP_IN_00502,"< ₹3,00,000",115,4,5,2,5,4,1,4,85.4,11.4,10,1,200000
RESP_IN_00503,"< ₹3,00,000",76,2,7,1,4,3,2,4,74.7,18.9,10,1,200000
RESP_IN_00504,"₹3,00,000 - ₹6,00,000",166,6,9,5,3,5,1,4,85.0,15.2,10,2,450000
RESP_IN_00505,"< ₹3,00,000",129,5,6,4,5,5,2,2,100.0,25.3,10,1,200000
RESP_IN_00506,"₹3,00,000 - ₹6,00,000",149,5,9,3,2,5,3,1,100.0,37.1,10,2,450000
RESP_IN_00507,"₹6,00,000 - ₹12,00,000",105,3,6,1,2,5,3,3,80.5,30.4,9,3,900000
RESP_IN_00508,"₹3,00,000 - ₹6,00,000",151,6,8,5,2,5,3,3,88.3,24.3,10,2,450000
RESP_IN_00509,"₹12,00,000 - ₹25,00,000",111,4,3,2,3,4,3,3,100.0,26.2,10,4,1850000
RESP_IN_00510,"₹3,00,000 - ₹6,00,000",108,5,7,3,5,5,3,2,100.0,27.9,10,2,450000
RESP_IN_00511,"₹6,00,000 - ₹12,00,000",104,4,6,2,4,5,1,2,100.0,29.1,10,3,900000
RESP_IN_00512,"₹3,00,000 - ₹6,00,000",144,6,8,2,4,5,4,2,86.6,33.2,10,2,450000
RESP_IN_00513,"< ₹3,00,000",101,4,8,4,1,3,2,5,82.6,16.8,10,1,200000
RESP_IN_00514,"₹3,00,000 - ₹6,00,000",108,4,3,1,4,3,2,4,86.7,23.8,9,2,450000
RESP_IN_00515,"₹6,00,000 - ₹12,00,000",73,1,4,1,5,3,4,3,82.7,27.7,6,3,900000
RESP_IN_00516,"< ₹3,00,000",87,4,8,5,3,3,3,2,94.7,29.3,9,1,200000
RESP_IN_00517,"₹6,00,000 - ₹12,00,000",152,6,7,5,3,5,2,2,93.0,26.7,10,3,900000
RESP_IN_00518,"< ₹3,00,000",97,3,6,1,4,4,1,3,83.5,21.7,10,1,200000
RESP_IN_00519,"₹3,00,000 - ₹6,00,000",109,4,9,2,5,5,2,3,86.0,22.2,10,2,450000
RESP_IN_00520,"₹6,00,000 - ₹12,00,000",125,4,6,2,4,5,2,3,100.0,23.4,10,3,900000
RESP_IN_00521,"₹12,00,000 - ₹25,00,000",133,5,8,3,3,5,3,4,93.4,26.9,10,4,1850000
RESP_IN_00522,"₹6,00,000 - ₹12,00,000",73,2,4,3,5,3,3,3,92.5,30.6,7,3,900000
RESP_IN_00523,"₹6,00,000 - ₹12,00,000",118,4,5,2,3,5,4,4,88.7,24.0,10,3,900000
RESP_IN_00524,"₹12,00,000 - ₹25,00,000",92,3,9,5,5,3,1,2,90.8,21.9,10,4,1850000
RESP_IN_00525,"₹12,00,000 - ₹25,00,000",128,4,7,1,4,5,1,4,96.2,16.7,10,4,1850000
RESP_IN_00526,"₹12,00,000 - ₹25,00,000",121,3,7,2,1,4,1,4,80.8,23.9,10,4,1850000
RESP_IN_00527,"₹6,00,000 - ₹12,00,000",155,6,9,3,3,5,3,2,82.9,28.7,10,3,900000
RESP_IN_00528,"₹12,00,000 - ₹25,00,000",64,1,4,3,2,1,1,3,97.7,15.6,6,4,1850000
RESP_IN_00529,"₹3,00,000 - ₹6,00,000",138,6,9,2,5,5,1,3,87.9,26.5,10,2,450000
RESP_IN_00530,"₹6,00,000 - ₹12,00,000",117,5,8,3,5,5,5,4,99.6,37.8,10,3,900000
RESP_IN_00531,"₹3,00,000 - ₹6,00,000",83,2,8,2,1,4,1,1,74.0,23.6,9,2,450000
RESP_IN_00532,"₹6,00,000 - ₹12,00,000",94,3,6,2,3,3,4,1,73.6,29.0,9,3,900000
RESP_IN_00533,"₹3,00,000 - ₹6,00,000",83,2,4,1,3,4,1,3,82.9,19.5,8,2,450000
RESP_IN_00534,"> ₹25,00,000",100,3,8,2,4,5,4,2,96.2,30.3,10,5,3500000
RESP_IN_00535,"₹12,00,000 - ₹25,00,000",133,6,10,2,2,5,2,3,100.0,17.7,10,4,1850000
RESP_IN_00536,"> ₹25,00,000",84,4,8,2,4,4,1,2,80.6,30.3,10,5,3500000
RESP_IN_00537,"₹3,00,000 - ₹6,00,000",143,5,10,3,2,5,3,3,100.0,26.2,10,2,450000
RESP_IN_00538,"₹3,00,000 - ₹6,00,000",66,2,9,2,3,2,4,1,96.1,34.1,7,2,450000
RESP_IN_00539,"₹12,00,000 - ₹25,00,000",109,3,7,4,2,3,1,1,98.2,24.3,8,4,1850000
RESP_IN_00540,"₹6,00,000 - ₹12,00,000",153,6,9,4,2,5,4,3,97.6,39.5,10,3,900000
RESP_IN_00541,"₹6,00,000 - ₹12,00,000",101,3,4,3,1,3,1,2,87.7,23.0,10,3,900000
RESP_IN_00542,"₹6,00,000 - ₹12,00,000",123,4,8,4,4,4,1,2,92.9,22.6,10,3,900000
RESP_IN_00543,"< ₹3,00,000",138,5,7,2,4,5,2,1,94.9,30.3,10,1,200000
RESP_IN_00544,"₹12,00,000 - ₹25,00,000",111,4,6,3,4,5,5,2,98.2,44.0,10,4,1850000
RESP_IN_00545,"< ₹3,00,000",90,3,6,1,2,5,1,4,91.5,17.0,10,1,200000
RESP_IN_00546,"₹12,00,000 - ₹25,00,000",135,4,7,3,3,4,1,2,94.5,26.2,10,4,1850000
RESP_IN_00547,"₹6,00,000 - ₹12,00,000",181,7,12,2,5,5,4,5,98.1,18.1,10,3,900000
RESP_IN_00548,"₹6,00,000 - ₹12,00,000",99,3,6,2,4,4,3,1,92.6,37.9,10,3,900000
RESP_IN_00549,"₹12,00,000 - ₹25,00,000",146,6,9,2,2,5,4,4,87.8,20.9,10,4,1850000
RESP_IN_00550,"< ₹3,00,000",108,2,4,2,4,5,4,2,88.9,29.6,9,1,200000
RESP_IN_00551,"₹3,00,000 - ₹6,00,000",135,5,8,1,2,5,1,2,100.0,23.2,10,2,450000
RESP_IN_00552,"> ₹25,00,000",135,4,7,2,3,5,2,2,87.8,34.6,10,5,3500000
RESP_IN_00553,"> ₹25,00,000",123,3,5,4,4,5,4,1,84.4,38.8,10,5,3500000
RESP_IN_00554,"₹3,00,000 - ₹6,00,000",83,2,8,3,4,4,5,3,97.7,31.5,10,2,450000
RESP_IN_00555,"₹3,00,000 - ₹6,00,000",104,3,4,2,5,5,3,4,94.9,27.4,10,2,450000
RESP_IN_00556,"₹6,00,000 - ₹12,00,000",124,4,5,2,2,5,3,5,100.0,18.1,10,3,900000
RESP_IN_00557,"₹3,00,000 - ₹6,00,000",102,3,8,3,4,3,3,2,94.7,31.7,10,2,450000
RESP_IN_00558,"₹3,00,000 - ₹6,00,000",118,5,7,2,2,5,1,2,85.4,27.2,10,2,450000
RESP_IN_00559,"₹3,00,000 - ₹6,00,000",115,3,6,1,5,5,1,5,94.8,26.4,10,2,450000
RESP_IN_00560,"₹3,00,000 - ₹6,00,000",102,3,6,2,1,4,3,3,85.8,27.2,9,2,450000
RESP_IN_00561,"< ₹3,00,000",139,5,5,2,1,5,3,3,100.0,32.2,10,1,200000
RESP_IN_00562,"₹6,00,000 - ₹12,00,000",107,3,5,4,4,3,2,4,83.4,30.1,10,3,900000
RESP_IN_00563,"₹6,00,000 - ₹12,00,000",83,2,6,3,3,3,3,1,80.5,34.7,7,3,900000
RESP_IN_00564,"₹3,00,000 - ₹6,00,000",93,3,7,1,4,5,1,4,75.9,12.1,10,2,450000
RESP_IN_00565,"< ₹3,00,000",137,4,6,1,5,5,1,4,85.9,22.3,10,1,200000
RESP_IN_00566,"₹3,00,000 - ₹6,00,000",97,4,6,1,4,5,2,2,82.9,27.0,10,2,450000
RESP_IN_00567,"> ₹25,00,000",113,4,7,4,3,3,1,2,92.8,28.5,10,5,3500000
RESP_IN_00568,"₹3,00,000 - ₹6,00,000",177,7,12,1,1,5,4,4,90.1,27.8,10,2,450000
RESP_IN_00569,"₹3,00,000 - ₹6,00,000",127,5,8,4,1,5,4,2,92.4,27.1,10,2,450000
RESP_IN_00570,"₹6,00,000 - ₹12,00,000",109,3,6,2,4,4,3,4,87.2,22.9,10,3,900000
RESP_IN_00571,"₹3,00,000 - ₹6,00,000",128,4,6,3,2,4,2,3,100.0,21.2,10,2,450000
RESP_IN_00572,"< ₹3,00,000",105,2,3,2,3,5,3,3,96.2,28.0,10,1,200000
RESP_IN_00573,"< ₹3,00,000",100,4,5,2,4,5,1,3,92.1,23.5,10,1,200000
RESP_IN_00574,"₹3,00,000 - ₹6,00,000",106,3,7,1,2,5,2,4,97.0,19.5,10,2,450000
RESP_IN_00575,"< ₹3,00,000",134,4,5,3,3,4,4,3,90.7,24.8,10,1,200000
RESP_IN_00576,"₹12,00,000 - ₹25,00,000",69,2,4,3,3,2,1,3,89.2,17.2,6,4,1850000
RESP_IN_00577,"< ₹3,00,000",150,4,4,3,4,4,1,2,99.5,19.5,10,1,200000
RESP_IN_00578,"₹6,00,000 - ₹12,00,000",135,5,6,4,2,4,2,2,92.7,30.2,10,3,900000
RESP_IN_00579,"₹3,00,000 - ₹6,00,000",132,6,11,2,4,5,4,4,99.0,28.7,10,2,450000
RESP_IN_00580,"₹3,00,000 - ₹6,00,000",124,4,8,2,2,5,5,5,93.8,26.5,10,2,450000
RESP_IN_00581,"< ₹3,00,000",160,6,9,4,3,5,2,5,100.0,14.3,10,1,200000
RESP_IN_00582,"₹6,00,000 - ₹12,00,000",98,4,4,3,5,4,1,2,95.8,24.5,10,3,900000
RESP_IN_00583,"₹6,00,000 - ₹12,00,000",128,3,5,2,3,3,1,2,100.0,21.6,10,3,900000
RESP_IN_00584,"< ₹3,00,000",102,4,9,4,2,4,1,2,92.1,24.1,10,1,200000
RESP_IN_00585,"₹12,00,000 - ₹25,00,000",114,4,6,2,3,5,3,3,100.0,26.6,10,4,1850000
RESP_IN_00586,"₹3,00,000 - ₹6,00,000",101,4,8,4,3,5,3,4,90.2,22.7,10,2,450000
RESP_IN_00587,"₹3,00,000 - ₹6,00,000",135,6,9,4,3,4,2,2,78.5,21.8,10,2,450000
RESP_IN_00588,"< ₹3,00,000",156,7,13,1,4,5,4,2,95.6,30.1,10,1,200000
RESP_IN_00589,"₹6,00,000 - ₹12,00,000",137,5,7,3,3,5,2,2,95.7,27.8,10,3,900000
RESP_IN_00590,"₹3,00,000 - ₹6,00,000",146,7,12,2,2,5,3,2,87.7,36.2,10,2,450000
RESP_IN_00591,"₹3,00,000 - ₹6,00,000",129,4,6,1,2,5,1,4,84.5,16.0,10,2,450000
RESP_IN_00592,"₹3,00,000 - ₹6,00,000",111,3,6,4,2,3,3,5,80.7,27.5,10,2,450000
RESP_IN_00593,"₹6,00,000 - ₹12,00,000",136,5,10,5,3,5,3,3,100.0,28.6,10,3,900000
RESP_IN_00594,"₹6,00,000 - ₹12,00,000",96,2,7,5,2,2,3,4,93.5,28.5,9,3,900000
RESP_IN_00595,"₹6,00,000 - ₹12,00,000",110,3,7,4,4,4,3,3,77.8,23.3,10,3,900000
RESP_IN_00596,"₹3,00,000 - ₹6,00,000",150,6,11,2,1,5,4,2,100.0,39.5,10,2,450000
RESP_IN_00597,"< ₹3,00,000",130,3,8,2,2,5,1,3,79.4,19.7,10,1,200000
RESP_IN_00598,"₹3,00,000 - ₹6,00,000",107,3,7,2,4,4,2,1,96.6,31.4,10,2,450000
RESP_IN_00599,"₹6,00,000 - ₹12,00,000",90,3,4,2,3,4,4,2,77.3,35.3,9,3,900000
RESP_IN_00600,"₹6,00,000 - ₹12,00,000",99,4,8,1,4,5,3,3,93.2,27.4,10,3,900000
RESP_IN_00601,"₹3,00,000 - ₹6,00,000",53,1,6,4,3,2,3,2,76.6,35.0,6,2,450000
RESP_IN_00602,"₹6,00,000 - ₹12,00,000",106,5,7,2,3,5,3,3,86.3,33.9,10,3,900000
RESP_IN_00603,"₹3,00,000 - ₹6,00,000",118,3,5,2,3,4,1,3,79.1,19.6,10,2,450000
RESP_IN_00604,"₹6,00,000 - ₹12,00,000",134,6,9,3,3,5,4,3,96.2,28.8,10,3,900000
RESP_IN_00605,"₹3,00,000 - ₹6,00,000",77,3,6,3,5,3,3,3,76.9,27.1,10,2,450000
RESP_IN_00606,"₹3,00,000 - ₹6,00,000",99,3,7,1,4,4,4,5,90.9,18.7,10,2,450000
RESP_IN_00607,"₹12,00,000 - ₹25,00,000",104,4,7,2,4,5,1,3,100.0,16.3,10,4,1850000
RESP_IN_00608,"₹6,00,000 - ₹12,00,000",108,3,7,3,1,5,2,5,84.4,9.5,10,3,900000
RESP_IN_00609,"₹3,00,000 - ₹6,00,000",111,4,7,2,3,5,2,5,90.1,7.0,10,2,450000
RESP_IN_00610,"₹6,00,000 - ₹12,00,000",102,3,7,2,1,5,4,2,81.7,29.4,10,3,900000
RESP_IN_00611,"₹3,00,000 - ₹6,00,000",145,7,12,2,3,5,1,4,100.0,13.9,10,2,450000
RESP_IN_00612,"₹6,00,000 - ₹12,00,000",86,2,7,1,2,4,4,4,88.0,22.5,9,3,900000
RESP_IN_00613,"₹6,00,000 - ₹12,00,000",157,6,8,2,4,5,1,4,100.0,17.3,10,3,900000
RESP_IN_00614,"₹3,00,000 - ₹6,00,000",90,3,7,2,5,4,3,2,80.7,28.6,10,2,450000
RESP_IN_00615,"₹6,00,000 - ₹12,00,000",121,3,5,2,3,4,5,3,82.8,36.9,9,3,900000
RESP_IN_00616,"₹3,00,000 - ₹6,00,000",107,4,8,5,3,3,3,3,98.4,23.3,10,2,450000
RESP_IN_00617,"₹3,00,000 - ₹6,00,000",112,5,7,3,4,5,4,4,96.3,27.2,10,2,450000
RESP_IN_00618,"₹6,00,000 - ₹12,00,000",129,5,7,1,2,5,4,3,93.5,32.7,10,3,900000
RESP_IN_00619,"₹3,00,000 - ₹6,00,000",93,2,6,2,4,3,5,3,82.2,36.2,9,2,450000
RESP_IN_00620,"< ₹3,00,000",115,3,5,3,5,4,3,3,92.9,26.5,10,1,200000
RESP_IN_00621,"₹3,00,000 - ₹6,00,000",124,4,9,4,1,5,5,1,100.0,39.3,10,2,450000
RESP_IN_00622,"₹3,00,000 - ₹6,00,000",114,4,7,2,4,4,1,3,100.0,13.7,10,2,450000
RESP_IN_00623,"₹6,00,000 - ₹12,00,000",69,2,6,1,4,4,3,1,89.0,33.2,8,3,900000
RESP_IN_00624,"₹6,00,000 - ₹12,00,000",71,1,5,3,1,2,3,4,76.3,26.3,6,3,900000
RESP_IN_00625,"₹12,00,000 - ₹25,00,000",108,3,5,1,5,4,3,2,93.2,31.7,9,4,1850000
RESP_IN_00626,"₹6,00,000 - ₹12,00,000",105,4,6,2,4,5,4,2,76.9,28.6,10,3,900000
RESP_IN_00627,"₹3,00,000 - ₹6,00,000",93,4,8,2,1,5,1,2,94.3,24.0,10,2,450000
RESP_IN_00628,"₹6,00,000 - ₹12,00,000",68,3,6,2,5,4,3,3,100.0,28.5,10,3,900000
RESP_IN_00629,"₹6,00,000 - ₹12,00,000",136,5,7,3,3,5,1,4,100.0,18.2,10,3,900000
RESP_IN_00630,"₹6,00,000 - ₹12,00,000",145,7,11,1,2,5,1,4,100.0,10.9,10,3,900000
RESP_IN_00631,"₹3,00,000 - ₹6,00,000",111,3,5,2,3,4,2,4,84.2,15.6,10,2,450000
RESP_IN_00632,"₹6,00,000 - ₹12,00,000",82,2,5,4,2,1,2,2,82.7,24.1,7,3,900000
RESP_IN_00633,"₹12,00,000 - ₹25,00,000",71,2,5,4,4,2,3,3,85.2,29.8,9,4,1850000
RESP_IN_00634,"₹3,00,000 - ₹6,00,000",101,3,5,2,4,4,1,3,86.4,23.5,10,2,450000
RESP_IN_00635,"₹6,00,000 - ₹12,00,000",82,2,8,3,4,2,3,4,98.7,19.0,9,3,900000
RESP_IN_00636,"₹3,00,000 - ₹6,00,000",154,6,5,3,2,5,1,3,100.0,24.7,10,2,450000
RESP_IN_00637,"₹3,00,000 - ₹6,00,000",156,5,7,2,2,5,2,2,100.0,28.1,10,2,450000
RESP_IN_00638,"₹6,00,000 - ₹12,00,000",138,4,7,4,1,5,4,2,85.9,39.5,10,3,900000
RESP_IN_00639,"< ₹3,00,000",132,4,8,3,1,4,2,3,93.4,23.2,10,1,200000
RESP_IN_00640,"< ₹3,00,000",116,4,5,1,3,5,3,2,97.4,30.5,10,1,200000
RESP_IN_00641,"< ₹3,00,000",122,4,9,2,3,5,3,3,76.9,25.5,10,1,200000
RESP_IN_00642,"₹3,00,000 - ₹6,00,000",103,3,4,1,2,5,1,3,97.8,19.6,10,2,450000
RESP_IN_00643,"₹3,00,000 - ₹6,00,000",121,4,8,1,4,5,1,3,98.1,16.8,10,2,450000
RESP_IN_00644,"₹6,00,000 - ₹12,00,000",138,4,6,2,2,5,2,4,100.0,24.1,10,3,900000
RESP_IN_00645,"₹3,00,000 - ₹6,00,000",129,6,11,3,5,4,2,3,78.7,20.6,10,2,450000
RESP_IN_00646,"< ₹3,00,000",117,4,9,4,3,4,1,1,82.1,28.4,10,1,200000
RESP_IN_00647,"₹6,00,000 - ₹12,00,000",123,5,8,4,4,5,4,5,95.1,27.0,10,3,900000
RESP_IN_00648,"₹6,00,000 - ₹12,00,000",78,3,6,4,1,3,2,4,89.9,16.5,9,3,900000
RESP_IN_00649,"< ₹3,00,000",107,3,10,4,2,3,1,3,94.3,17.1,10,1,200000
RESP_IN_00650,"< ₹3,00,000",165,7,9,1,1,5,3,4,100.0,27.5,10,1,200000
RESP_IN_00651,"> ₹25,00,000",88,3,5,2,2,5,4,2,81.5,25.8,10,5,3500000
RESP_IN_00652,"₹3,00,000 - ₹6,00,000",94,3,9,1,3,4,2,2,76.5,30.8,10,2,450000
RESP_IN_00653,"₹3,00,000 - ₹6,00,000",129,3,9,1,4,5,5,1,100.0,39.2,10,2,450000
RESP_IN_00654,"< ₹3,00,000",128,4,7,1,4,5,2,3,86.7,18.9,10,1,200000
RESP_IN_00655,"< ₹3,00,000",105,4,8,3,3,3,3,3,97.6,29.7,10,1,200000
RESP_IN_00656,"₹12,00,000 - ₹25,00,000",116,4,7,2,3,4,3,3,100.0,31.1,10,4,1850000
RESP_IN_00657,"₹6,00,000 - ₹12,00,000",98,3,5,1,3,5,2,2,85.0,26.6,10,3,900000
RESP_IN_00658,"₹3,00,000 - ₹6,00,000",72,1,6,1,3,4,1,1,87.1,27.8,9,2,450000
RESP_IN_00659,"₹3,00,000 - ₹6,00,000",83,2,4,2,4,5,2,3,96.9,20.7,10,2,450000
RESP_IN_00660,"< ₹3,00,000",106,5,6,1,2,5,3,3,100.0,22.1,10,1,200000
RESP_IN_00661,"₹6,00,000 - ₹12,00,000",51,1,7,1,2,3,2,4,86.7,14.5,8,3,900000
RESP_IN_00662,"₹6,00,000 - ₹12,00,000",105,3,7,3,1,4,1,3,91.2,25.5,10,3,900000
RESP_IN_00663,"₹6,00,000 - ₹12,00,000",100,4,7,1,5,5,1,3,88.2,23.5,10,3,900000
RESP_IN_00664,"₹6,00,000 - ₹12,00,000",96,2,7,2,4,5,5,4,86.4,31.2,9,3,900000
RESP_IN_00665,"> ₹25,00,000",87,2,3,2,5,3,2,5,98.1,15.5,8,5,3500000
RESP_IN_00666,"₹3,00,000 - ₹6,00,000",102,3,5,1,2,4,3,3,82.7,17.6,9,2,450000
RESP_IN_00667,"₹6,00,000 - ₹12,00,000",86,3,6,4,4,2,5,5,94.9,15.7,8,3,900000
RESP_IN_00668,"< ₹3,00,000",85,2,5,1,5,4,5,2,77.2,30.4,8,1,200000
RESP_IN_00669,"₹3,00,000 - ₹6,00,000",145,6,9,2,3,5,3,5,100.0,22.4,10,2,450000
RESP_IN_00670,"₹6,00,000 - ₹12,00,000",143,5,11,3,4,5,2,4,88.8,22.7,10,3,900000
RESP_IN_00671,"< ₹3,00,000",122,4,7,4,4,5,4,4,88.7,27.4,10,1,200000
RESP_IN_00672,"₹6,00,000 - ₹12,00,000",75,2,6,3,5,3,1,3,78.8,14.6,10,3,900000
RESP_IN_00673,"₹3,00,000 - ₹6,00,000",74,2,7,4,3,3,5,5,66.9,33.0,9,2,450000
RESP_IN_00674,"₹6,00,000 - ₹12,00,000",161,7,8,4,4,5,1,4,90.2,17.8,10,3,900000
RESP_IN_00675,"₹3,00,000 - ₹6,00,000",130,5,8,2,4,5,4,2,83.3,31.7,10,2,450000
RESP_IN_00676,"> ₹25,00,000",96,3,8,2,4,4,4,2,89.6,28.0,9,5,3500000
RESP_IN_00677,"> ₹25,00,000",105,4,7,5,4,4,4,3,100.0,27.9,10,5,3500000
RESP_IN_00678,"< ₹3,00,000",149,6,9,1,4,5,3,4,93.2,32.8,10,1,200000
RESP_IN_00679,"₹3,00,000 - ₹6,00,000",148,6,10,2,3,5,3,3,84.4,18.7,10,2,450000
RESP_IN_00680,"< ₹3,00,000",165,6,6,2,2,5,1,2,92.6,22.1,10,1,200000
RESP_IN_00681,"₹6,00,000 - ₹12,00,000",55,1,4,3,2,2,4,2,83.4,24.8,6,3,900000
RESP_IN_00682,"< ₹3,00,000",124,3,8,1,2,5,2,3,86.6,30.4,10,1,200000
RESP_IN_00683,"< ₹3,00,000",117,5,8,3,2,4,1,3,95.7,18.1,10,1,200000
RESP_IN_00684,"₹3,00,000 - ₹6,00,000",158,6,9,1,4,5,3,4,94.4,21.0,10,2,450000
RESP_IN_00685,"₹3,00,000 - ₹6,00,000",83,2,6,4,3,1,4,2,97.9,36.6,6,2,450000
RESP_IN_00686,"₹12,00,000 - ₹25,00,000",143,6,10,2,1,5,4,3,100.0,32.3,10,4,1850000
RESP_IN_00687,"₹6,00,000 - ₹12,00,000",111,4,7,1,2,5,4,3,89.9,19.2,10,3,900000
RESP_IN_00688,"₹3,00,000 - ₹6,00,000",103,3,6,1,3,3,2,2,78.8,28.9,10,2,450000
RESP_IN_00689,"₹3,00,000 - ₹6,00,000",80,2,4,2,3,2,2,4,57.6,17.7,7,2,450000
RESP_IN_00690,"₹12,00,000 - ₹25,00,000",100,3,6,5,4,3,2,1,74.9,30.2,10,4,1850000
RESP_IN_00691,"₹3,00,000 - ₹6,00,000",106,2,6,4,2,4,3,1,96.7,28.3,8,2,450000
RESP_IN_00692,"₹6,00,000 - ₹12,00,000",126,4,8,2,4,5,2,3,87.3,26.7,10,3,900000
RESP_IN_00693,"< ₹3,00,000",128,4,7,1,3,5,1,3,90.5,28.7,10,1,200000
RESP_IN_00694,"₹6,00,000 - ₹12,00,000",46,1,6,2,3,3,4,4,84.5,26.1,6,3,900000
RESP_IN_00695,"₹3,00,000 - ₹6,00,000",86,4,7,3,5,4,1,3,93.5,10.0,10,2,450000
RESP_IN_00696,"₹3,00,000 - ₹6,00,000",123,4,5,2,3,5,3,1,100.0,39.3,10,2,450000
RESP_IN_00697,"₹3,00,000 - ₹6,00,000",103,3,6,1,4,4,4,3,84.1,28.1,9,2,450000
RESP_IN_00698,"₹3,00,000 - ₹6,00,000",82,3,6,1,1,4,1,2,78.8,26.4,9,2,450000
RESP_IN_00699,"₹3,00,000 - ₹6,00,000",107,3,6,2,5,4,3,4,88.4,19.2,10,2,450000
RESP_IN_00700,"> ₹25,00,000",118,5,8,1,1,5,1,2,86.3,17.5,10,5,3500000
RESP_IN_00701,"< ₹3,00,000",79,2,7,1,5,5,2,3,69.3,20.3,8,1,200000
RESP_IN_00702,"₹3,00,000 - ₹6,00,000",157,6,11,2,3,5,1,4,97.2,21.0,10,2,450000
RESP_IN_00703,"< ₹3,00,000",114,4,10,1,3,5,3,4,99.6,24.4,10,1,200000
RESP_IN_00704,"< ₹3,00,000",126,4,6,1,4,5,3,3,74.2,26.6,10,1,200000
RESP_IN_00705,"₹6,00,000 - ₹12,00,000",133,5,7,4,4,4,1,3,84.0,23.3,10,3,900000
RESP_IN_00706,"₹3,00,000 - ₹6,00,000",116,4,6,4,4,4,2,2,100.0,19.6,10,2,450000
RESP_IN_00707,"₹3,00,000 - ₹6,00,000",100,4,9,3,1,4,2,2,100.0,34.2,10,2,450000
RESP_IN_00708,"₹3,00,000 - ₹6,00,000",127,4,6,4,5,5,3,3,86.3,32.8,10,2,450000
RESP_IN_00709,"₹6,00,000 - ₹12,00,000",124,4,6,4,2,4,1,3,94.4,17.2,10,3,900000
RESP_IN_00710,"₹6,00,000 - ₹12,00,000",93,3,6,3,4,4,1,1,81.9,25.7,10,3,900000
RESP_IN_00711,"₹6,00,000 - ₹12,00,000",112,5,9,3,4,5,2,2,100.0,22.3,10,3,900000
